IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
000125-01012023,44927,2023,0.042083333,1,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,HA8 9RZ,HA8,200220767,20020280,E09000003,BARNET,Barnet,E05013637,EDGWARE,EDGWARE,520524,192327,520550,192350,51.61687949,-0.260568004,London,Mill Hill,217,Mill Hill,,,1,1,1,1,364,1
000127-01012023,44927,2023,0.042789352,1,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),Correct incident location,RM9 4XD,RM9,100103478,19900436,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014060,EASTBURY,EASTBURY,546993,183823,546950,183850,51.5341901,0.117940942,London,Barking,383,Barking,,,1,1,1,1,364,3
000128-01012023,44927,2023,0.043368056,1,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,In street outside gazetteer location,CR7 8BS,CR7,1.00021E+11,20501557,E09000008,CROYDON,Croydon,E05011473,NORBURY PARK,NORBURY PARK,531593,169409,531550,169450,51.40844637,-0.109313784,London,Norbury,330,Norbury,,,1,1,1,1,364,3
000130-01012023,44927,2023,0.044074074,1,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,E15,0,22201496,E09000025,NEWHAM,Newham,E05013917,MARYLAND,MARYLAND,,,539250,184750,,,London,Stratford,345,Leytonstone,,,1,1,1,1,364,1
000131-01012023,44927,2023,0.044502315,1,Fire,Secondary Fire,,Outdoor Structure,Common external bin storage area,In street outside gazetteer location,NW10 1RF,NW10,202121686,20202518,E09000005,BRENT,Brent,E05013500,DOLLIS HILL,DOLLIS HILL,521687,185397,521650,185350,51.55435113,-0.246177308,London,Willesden,314,Willesden,,,1,1,1,1,364,1
000133-01012023,44927,2023,0.045115741,1,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),In street outside gazetteer location,NW10 0TX,NW10,202072007,20202621,E09000005,BRENT,Brent,E05013510,STONEBRIDGE,STONEBRIDGE,520337,185117,520350,185150,51.55212129,-0.265728678,London,Wembley,472,North Kensington,,,1,1,1,1,364,1
000135-01012023,44927,2023,0.04625,1,Fire,Secondary Fire,,Outdoor Structure,Refuse/rubbish tip ,In street outside gazetteer location,UB3 4FB,UB3,10091099401,21401857,E09000017,HILLINGDON,Hillingdon,E05013569,HAYES TOWN,HAYES TOWN,509770,179475,509750,179450,51.50356797,-0.419830856,London,Hayes,233,Hayes,,,1,1,1,1,364,1
000139-01012023,44927,2023,0.04849537,1,Special Service,Special Service,Other rescue/release of persons,Non Residential,Single shop ,Correct incident location,RM6 6PP,RM6,100013263,19900165,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014071,WHALEBONE,WHALEBONE,547965,187973,547950,187950,51.57121827,0.133690332,London,Dagenham,368,Dagenham,,,1,1,1,1,364,1
000140-01012023,44927,2023,0.049212963,1,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,N18 2JS,N18,207000442,20704701,E09000010,ENFIELD,Enfield,E05013694,UPPER EDMONTON,UPPER EDMONTON,534417,192065,534450,192050,51.61138072,-0.0601131,London,Edmonton,16,Tottenham,,,1,1,1,1,364,1
000141-01012023,44927,2023,0.05025463,1,False Alarm,False alarm - Malicious,,Outdoor,Road surface/pavement ,In street outside gazetteer location,N13 6JR,N13,207082772,20704279,E09000010,ENFIELD,Enfield,E05013673,BOWES,BOWES,530957,191655,530950,191650,51.60851119,-0.110202806,London,Hornsey,477,Hornsey,,,1,1,1,1,364,3
000144-01012023,44927,2023,0.051377315,1,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,UB7 8AB,UB7,768010631,21402495,E09000017,HILLINGDON,Hillingdon,E05013584,YIEWSLEY,YIEWSLEY,506169,180883,506150,180850,51.51690936,-0.471271733,London,Hillingdon,365,Hillingdon,,,1,1,1,1,364,1
000145-01012023,44927,2023,0.051793981,1,False Alarm,False alarm - Good intent,,Outdoor,Park ,Open land/water - nearest gazetteer location,SE18 1PS,SE18,1.00021E+11,20800879,E09000011,GREENWICH,Greenwich,E05014087,PLUMSTEAD & GLYNDON,PLUMSTEAD & GLYNDON,545332,178113,545350,178150,51.48330639,0.091651843,London,Plumstead,750,Plumstead,,,1,1,1,1,364,1
000146-01012023,44927,2023,0.051967593,1,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,SW11 7BX,SW11,10095439639,22906927,E09000032,WANDSWORTH,Wandsworth,E05014015,NINE ELMS,NINE ELMS,529676,177348,529650,177350,51.48024029,-0.133954284,London,Lambeth,455,Lambeth,478,Brixton,2,2,2,1,364,5
000147-01012023,44927,2023,0.053125,1,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),In street outside gazetteer location,KT9 1NQ,KT9,1.00023E+11,21800256,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013935,HOOK & CHESSINGTON NORTH,HOOK & CHESSINGTON NORTH,517714,164537,517750,164550,51.36771204,-0.310382671,London,Surbiton,388,Surbiton,,,1,1,1,1,364,1
000149-01012023,44927,2023,0.053634259,1,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,E6 5JY,E6,10012835613,22200582,E09000025,NEWHAM,Newham,E05013904,BECKTON,BECKTON,542288,181710,542250,181750,51.5164029,0.049297257,London,East Ham,247,Plaistow,,,1,1,1,1,364,2
000150-01012023,44927,2023,0.05494213,1,False Alarm,AFA,,Non Residential,Other building/use not known ,Within same building,E3 4PX,E3,6051174,22701117,E09000030,TOWER HAMLETS,Tower Hamlets,E05009327,MILE END,MILE END,536728,182359,536750,182350,51.5236074,-0.030532412,London,Poplar,291,Bethnal Green,510,Whitechapel,2,2,2,1,364,1
000151-01012023,44927,2023,0.055115741,1,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,RM9 5RS,RM9,100042478,19900498,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014067,PARSLOES,PARSLOES,548343,184695,548350,184650,51.541669,0.137748887,London,Dagenham,608,Ilford,,,1,1,1,1,364,1
000153-01012023,44927,2023,0.055590278,1,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,KT4 8HD,KT4,5870013937,22605516,E09000029,SUTTON,Sutton,E05013760,NORTH CHEAM,NORTH CHEAM,523364,165843,523350,165850,51.37824425,-0.228810166,London,Sutton,363,Sutton,,,1,1,1,1,364,1
000154-01012023,44927,2023,0.055856481,1,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,HA2 0EG,HA2,10015384545,21201245,E09000015,HARROW,Harrow,E05013559,ROXETH,ROXETH,514338,186697,514350,186650,51.56756987,-0.351710056,London,Northolt,234,Northolt,,,1,1,1,1,364,2
000157-01012023,44927,2023,0.057337963,1,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,SE13 6JQ,SE13,2.00001E+11,22005848,E09000023,LEWISHAM,Lewisham,E05013724,HITHER GREEN,HITHER GREEN,538745,174499,538750,174450,51.45248277,-0.004559553,London,Lewisham,229,Lewisham,466,Lee Green,2,2,2,1,364,1
000159-01012023,44927,2023,0.060740741,1,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,In street close to gazetteer location,SE5 9JJ,SE5,2.00003E+11,22500423,E09000028,SOUTHWARK,Southwark,E05011096,CAMBERWELL GREEN,CAMBERWELL GREEN,532164,176589,532150,176550,51.47283907,-0.098429615,London,Peckham,179,Brixton,,,1,1,1,1,364,1
000165-01012023,44927,2023,0.066319444,1,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,E6 2BW,E6,10012836726,22201189,E09000025,NEWHAM,Newham,E05013926,WALL END,WALL END,542979,184304,542950,184350,51.53954225,0.060305357,London,East Ham,342,East Ham,,,1,1,1,1,364,1
000167-01012023,44927,2023,0.066886574,1,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,SE15 5DZ,SE15,10013531193,22501935,E09000028,SOUTHWARK,Southwark,E05011113,RYE LANE,RYE LANE,533870,176648,533850,176650,51.47297103,-0.07387024,London,Peckham,388,Old Kent Road,,,1,1,1,1,364,2
000168-01012023,44927,2023,0.067025463,1,Fire,Secondary Fire,,Outdoor Structure,Fence,On land associated with building,HA3 6LJ,HA3,1.00021E+11,21201112,E09000015,HARROW,Harrow,E05013549,HATCH END,HATCH END,514133,190809,514150,190850,51.60456956,-0.353326202,London,Harrow,294,Harrow,,,1,1,1,2,728,3
000171-01012023,44927,2023,0.0690625,1,Fire,Secondary Fire,,Outdoor,Loose refuse ,In street outside gazetteer location,W1S 1YR,W1S,10033549781,8400435,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,529015,181068,529050,181050,51.51382083,-0.142118108,London,Soho,367,Soho,,,1,1,1,1,364,2
000176-01012023,44927,2023,0.075023148,1,Special Service,Special Service,No action (not false alarm),Road Vehicle,Car ,In street outside gazetteer location,SW11 3AN,SW11,1.00023E+11,22900305,E09000032,WANDSWORTH,Wandsworth,E05014010,BATTERSEA PARK,BATTERSEA PARK,527170,176997,527150,176950,51.47765081,-0.170152866,London,Battersea,362,Chelsea,,,1,1,1,1,364,1
000177-01012023,44927,2023,0.075798611,1,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,DA8,0,20100389,E09000004,BEXLEY,Bexley,E05011231,SLADE GREEN & NORTHEND,SLADE GREEN & NORTHEND,,,551850,177850,,,London,Erith,307,Erith,,,1,1,1,1,364,1
000179-01012023,44927,2023,0.079143519,1,Special Service,Special Service,Animal assistance incidents,Non Residential,Private Garden Shed ,On land associated with building,,E18,0,22305457,E09000026,REDBRIDGE,Redbridge,E05011252,SOUTH WOODFORD,SOUTH WOODFORD,,,540850,190250,,,London,Woodford,471,Woodford,,,1,1,1,1,364,1
000180-01012023,44927,2023,0.079328704,1,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,E3 4SZ,E3,6050903,22702352,E09000030,TOWER HAMLETS,Tower Hamlets,E05009327,MILE END,MILE END,536654,182272,536650,182250,51.52284373,-0.031635167,London,Bethnal Green,1064,Bethnal Green,,,1,1,1,1,364,1
000181-01012023,44927,2023,0.080219907,1,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE5,0,22500746,E09000028,SOUTHWARK,Southwark,E05011097,CHAMPION HILL,CHAMPION HILL,,,532750,175950,,,London,Peckham,,,,,1,1,1,1,364,1
000183-01012023,44927,2023,0.08068287,1,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),Correct incident location,N9 7AX,N9,207088556,20704119,E09000010,ENFIELD,Enfield,E05013685,LOWER EDMONTON,LOWER EDMONTON,534528,193984,534550,193950,51.6285973,-0.057781,London,Edmonton,236,Edmonton,,,1,1,1,1,364,2
000186-01012023,44927,2023,0.083506944,2,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,SE1 7HR,SE1,10094054245,21901482,E09000022,LAMBETH,Lambeth,E05014118,WATERLOO & SOUTH BANK,WATERLOO & SOUTH BANK,531047,179491,531050,179450,51.499177,-0.1134331,London,Lambeth,163,Lambeth,224,Lambeth,1,2,2,1,364,1
000187-01012023,44927,2023,0.08375,2,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,HA1 1PF,HA1,10010598188,21201047,E09000015,HARROW,Harrow,E05013553,MARLBOROUGH,MARLBOROUGH,514989,188543,514950,188550,51.58402707,-0.341712009,London,Harrow,383,Northolt,,,1,1,1,1,364,1
000188-01012023,44927,2023,0.084490741,2,Fire,Secondary Fire,,Outdoor,Cycle path/public footpath/bridleway ,Open land/water - nearest gazetteer location,SE1 3BU,SE1,2.00003E+11,22500001,E09000028,SOUTHWARK,Southwark,E05011104,LONDON BRIDGE & WEST BERMONDSEY,LONDON BRIDGE & WEST BERMONDSEY,533428,179399,533450,179350,51.4978005,-0.079190543,London,Dockhead,296,Dockhead,,,1,1,1,1,364,1
000189-01012023,44927,2023,0.084675926,2,Fire,Primary Fire,,Outdoor Structure,Outdoor storage ,On land associated with building,KT6 4BN,KT6,1.00022E+11,21800949,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013943,ST. MARK'S & SEETHING WELLS,ST. MARK'S & SEETHING WELLS,517999,167612,517950,167650,51.39528233,-0.305278051,London,Surbiton,190,Surbiton,477,Kingston,2,2,2,3,1092,1
000190-01012023,44927,2023,0.089305556,2,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW7,0,21700126,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009393,COURTFIELD,COURTFIELD,,,526450,178350,,,London,Chelsea,172,Chelsea,275,Kensington,2,2,2,1,364,1
000191-01012023,44927,2023,0.090104167,2,Special Service,Special Service,Hazardous Materials incident,Dwelling,House - single occupancy ,Correct incident location,,N9,0,20704119,E09000010,ENFIELD,Enfield,E05013685,LOWER EDMONTON,LOWER EDMONTON,,,534550,193950,,,London,Edmonton,123,Edmonton,,,1,1,1,2,728,1
000192-01012023,44927,2023,0.091064815,2,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,UB7,0,21401349,E09000017,HILLINGDON,Hillingdon,E05013581,WEST DRAYTON,WEST DRAYTON,,,506650,179250,,,London,Hayes,297,Hayes,402,Heathrow,2,2,2,2,728,6
000193-01012023,44927,2023,0.091655093,2,False Alarm,AFA,,Non Residential,Multi-Storey car park,Correct incident location,SE1 3SS,SE1,2.00003E+11,22501429,E09000028,SOUTHWARK,Southwark,E05011104,LONDON BRIDGE & WEST BERMONDSEY,LONDON BRIDGE & WEST BERMONDSEY,532890,179865,532850,179850,51.50211619,-0.086755107,London,Dockhead,388,Old Kent Road,,,1,1,1,1,364,1
000197-01012023,44927,2023,0.092523148,2,Fire,Secondary Fire,,Outdoor Structure,Common external bin storage area,On land associated with building,E15 4HG,E15,10012835816,22201435,E09000025,NEWHAM,Newham,E05013912,FOREST GATE SOUTH,FOREST GATE SOUTH,539533,184315,539550,184350,51.54050363,0.010644963,London,Stratford,180,Stratford,,,1,1,1,1,364,1
000199-01012023,44927,2023,0.094479167,2,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,SW11,0,22906928,E09000032,WANDSWORTH,Wandsworth,E05014015,NINE ELMS,NINE ELMS,,,529750,177450,,,London,Lambeth,570,Lambeth,,,1,1,1,1,364,1
000200-01012023,44927,2023,0.095208333,2,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,CR4,0,22103753,E09000024,MERTON,Merton,E05013814,FIGGE'S MARSH,FIGGE'S MARSH,,,527950,168650,,,London,Mitcham,274,Mitcham,,,1,1,1,1,364,1
000201-01012023,44927,2023,0.095636574,2,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW6,0,8402039,E09000033,WESTMINSTER,Westminster,E05013800,MAIDA VALE,MAIDA VALE,,,525450,183350,,,London,Paddington,434,West Hampstead,436,West Hampstead,2,2,2,1,364,1
000202-01012023,44927,2023,0.095960648,2,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW1V,0,8401852,E09000033,WESTMINSTER,Westminster,E05013803,PIMLICO SOUTH,PIMLICO SOUTH,,,528950,178050,,,London,Lambeth,,,,,1,1,1,1,364,1
000203-01012023,44927,2023,0.096076389,2,Fire,Secondary Fire,,Outdoor,Loose refuse ,Open land/water - nearest gazetteer location,SE1 5SH,SE1,10091666236,22502709,E09000028,SOUTHWARK,Southwark,E05011116,SOUTH BERMONDSEY,SOUTH BERMONDSEY,533648,178766,533650,178750,51.49205828,-0.076261816,London,Old Kent Road,252,Dockhead,,,1,1,1,1,364,2
000204-01012023,44927,2023,0.097280093,2,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,IG2 7NW,IG2,10034914502,22303094,E09000026,REDBRIDGE,Redbridge,E05011234,ALDBOROUGH,ALDBOROUGH,544832,188480,544850,188450,51.57659352,0.088723369,London,Ilford,428,Ilford,,,1,1,1,1,364,1
000207-01012023,44927,2023,0.098587963,2,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,CR7,0,20501184,E09000008,CROYDON,Croydon,E05011488,WEST THORNTON,WEST THORNTON,,,531650,167150,,,London,Norbury,250,Norbury,,,1,1,1,1,364,1
000208-01012023,44927,2023,0.101006944,2,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,RM13 7XJ,RM13,10033419803,21300590,E09000016,HAVERING,Havering,E05013984,SOUTH HORNCHURCH,SOUTH HORNCHURCH,552077,183685,552050,183650,51.53160394,0.191117317,London,Wennington,414,Wennington,432,Dagenham,2,2,2,1,364,2
000209-01012023,44927,2023,0.10212963,2,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW14,0,21519721,E09000018,HOUNSLOW,Hounslow,E05013613,FELTHAM NORTH,FELTHAM NORTH,,,509950,173650,,,London,Feltham,269,Feltham,270,Feltham,1,2,2,2,728,1
000210-01012023,44927,2023,0.103217593,2,Special Service,Special Service,Removal of objects from people,Non Residential,Hospital ,Within same building,SE18 4QH,SE18,10010199203,20801413,E09000011,GREENWICH,Greenwich,E05014093,WOOLWICH COMMON,WOOLWICH COMMON,542460,177462,542450,177450,51.4781929,0.0500689,London,East Greenwich,412,East Greenwich,,,1,1,1,1,364,1
000211-01012023,44927,2023,0.1053125,2,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,WC2A 3JW,WC2A,5110069,20401249,E09000007,CAMDEN,Camden,E05013662,HOLBORN & COVENT GARDEN,HOLBORN & COVENT GARDEN,530642,181351,530650,181350,51.51598953,-0.118575954,London,Soho,539,Soho,,,1,1,1,1,364,1
000213-01012023,44927,2023,0.107407407,2,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,WC2H 8PA,WC2H,5150844,20401199,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,529928,181017,529950,181050,51.51315574,-0.128977218,London,Soho,177,Soho,,,1,1,1,1,364,1
000216-01012023,44927,2023,0.109178241,2,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,SE1 5TB,SE1,2.00003E+11,22503053,E09000028,SOUTHWARK,Southwark,E05011116,SOUTH BERMONDSEY,SOUTH BERMONDSEY,533811,178564,533850,178550,51.49020146,-0.073982311,London,Old Kent Road,79,Old Kent Road,,,1,1,1,1,364,3
000221-01012023,44927,2023,0.112523148,2,False Alarm,AFA,,Non Residential,Secondary school,Within same building,E3 2AD,E3,6048421,22700175,E09000030,TOWER HAMLETS,Tower Hamlets,E05009320,BOW WEST,BOW WEST,536973,182826,536950,182850,51.52774619,-0.026820866,London,Bethnal Green,303,Bethnal Green,,,1,1,1,1,364,1
000222-01012023,44927,2023,0.114212963,2,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Nearby address - street not listed in gazetteer,,E1,0,22701956,E09000030,TOWER HAMLETS,Tower Hamlets,E05009334,STEPNEY GREEN,STEPNEY GREEN,,,535150,181850,,,London,Shadwell,272,Shadwell,273,Whitechapel,5,5,5,2,728,1
000225-01012023,44927,2023,0.117777778,2,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,In street close to gazetteer location,SE5 7SW,SE5,10000815054,22500023,E09000028,SOUTHWARK,Southwark,E05011102,FARADAY,FARADAY,532761,177604,532750,177650,51.48182666,-0.089462995,London,Peckham,304,Peckham,,,1,1,1,1,364,2
000227-01012023,44927,2023,0.119328704,2,Fire,Primary Fire,,Road Vehicle,Car ,In street close to gazetteer location,EN3 7RJ,EN3,207161284,20702172,E09000010,ENFIELD,Enfield,E05013674,BRIMSDOWN,BRIMSDOWN,536166,196887,536150,196850,51.65429805,-0.032986911,London,Enfield,327,Enfield,,,1,1,1,1,364,8
000234-01012023,44927,2023,0.122534722,2,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street close to gazetteer location,SE15 3BB,SE15,10009790377,22502197,E09000028,SOUTHWARK,Southwark,E05011111,PECKHAM RYE,PECKHAM RYE,535526,175165,535550,175150,51.45925386,-0.050603214,London,New Cross,692,Forest Hill,,,1,1,1,1,364,1
000235-01012023,44927,2023,0.122777778,2,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW1,0,20400780,E09000007,CAMDEN,Camden,E05013668,REGENT'S PARK,REGENT'S PARK,,,529150,182850,,,London,Euston,,,,,1,1,1,1,364,1
000238-01012023,44927,2023,0.125127315,3,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Correct incident location,TW5 9LT,TW5,1.00022E+11,21500139,E09000018,HOUNSLOW,Hounslow,E05013619,HESTON WEST,HESTON WEST,511316,177085,511350,177050,51.48177691,-0.398317853,London,Feltham,394,Feltham,,,1,1,1,1,364,1
000241-01012023,44927,2023,0.137581019,3,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,UB10 0EG,UB10,10092980538,21401177,E09000017,HILLINGDON,Hillingdon,E05013571,HILLINGDON EAST,HILLINGDON EAST,507429,182779,507450,182750,51.53371285,-0.452547226,London,Hillingdon,171,Hillingdon,,,1,1,1,1,364,1
000242-01012023,44927,2023,0.137650463,3,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,E15,0,22208161,E09000025,NEWHAM,Newham,E05013917,MARYLAND,MARYLAND,,,539250,184950,,,London,Stratford,172,Stratford,317,Leytonstone,4,4,4,1,364,2
000243-01012023,44927,2023,0.139236111,3,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W3,0,20601833,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,WENDELL PARK,WENDELL PARK,,,521350,179750,,,London,Acton,386,Acton,449,Ealing,7,8,15,23,8372,11
000248-01012023,44927,2023,0.141018519,3,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,SW8 2SE,SW8,1.00022E+11,21900081,E09000022,LAMBETH,Lambeth,E05014111,STOCKWELL WEST & LARKHALL,STOCKWELL WEST & LARKHALL,529690,176210,529650,176250,51.47000335,-0.134174945,London,Clapham,364,Clapham,,,1,1,1,1,364,1
000255-01012023,44927,2023,0.145104167,3,Special Service,Special Service,Making Safe (not RTC),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW2,0,21900810,E09000022,LAMBETH,Lambeth,E05014101,CLAPHAM PARK,CLAPHAM PARK,,,530150,173950,,,London,Clapham,363,Brixton,,,1,1,1,2,728,2
000258-01012023,44927,2023,0.14806713,3,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,UB7,0,21400935,E09000017,HILLINGDON,Hillingdon,E05013584,YIEWSLEY,YIEWSLEY,,,506350,181350,,,London,Hillingdon,370,Hillingdon,,,1,1,1,1,364,2
000259-01012023,44927,2023,0.149189815,3,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,N7,0,21603401,E09000019,ISLINGTON,Islington,E05013703,FINSBURY PARK,FINSBURY PARK,,,531150,186350,,,London,Holloway,226,Holloway,824,Islington,2,2,2,2,728,1
000261-01012023,44927,2023,0.151840278,3,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,N9,0,20706075,E09000010,ENFIELD,Enfield,E05013679,EDMONTON GREEN,EDMONTON GREEN,,,534450,193550,,,London,Edmonton,292,Edmonton,,,1,1,1,1,364,1
